Candidate_ID,Job_Role,Source,Application_Date,Hiring_Status,Joining_Date
91830,Executive,LinkedIn,13-06-2024,Hired,Pending
91831,Intern,LinkedIn,14-07-2025,Unknown,
91832,Manager,Job Portal,30-08-2025,Hired,13-12-2024
91833,Associate,Job Portal,22-10-2024,Rejected,
91834,Associate,LinkedIn,31-10-2023,Rejected,
91835,Analyst,Walk-in,22-02-2025,Unknown,
91836,Analyst,Walk-in,22-01-2024,Hired,18-12-2022
91837,Manager,LinkedIn,09-05-2023,Unknown,
91838,Manager,Walk-in,10-10-2023,Hired,22-07-2023
91839,Analyst,Referral,10-11-2023,Rejected,
91840,Associate,LinkedIn,23-08-2024,Rejected,
91841,Analyst,LinkedIn,12-10-2023,Unknown,
91842,Executive,Walk-in,26-03-2024,Unknown,
91843,Executive,Job Portal,30-11-2024,Unknown,
91844,Analyst,LinkedIn,14-08-2025,Hired,07-04-2023
91845,Intern,Referral,08-09-2024,Rejected,
91846,Associate,Walk-in,29-12-2022,Unknown,
91847,Associate,LinkedIn,19-10-2022,Unknown,
91848,Analyst,Referral,02-07-2025,Rejected,
91849,Intern,LinkedIn,20-10-2024,Unknown,
91850,Analyst,LinkedIn,21-04-2023,Hired,Pending
91851,Analyst,Walk-in,20-04-2023,Hired,14-05-2023
91852,Associate,Walk-in,06-06-2025,Hired,05-03-2023
91853,Intern,LinkedIn,29-04-2023,Rejected,
91854,Executive,Walk-in,15-08-2025,Hired,Pending
91855,Manager,LinkedIn,09-07-2024,Rejected,
91856,Intern,LinkedIn,29-09-2023,Rejected,
91857,Intern,Job Portal,16-04-2024,Hired,18-05-2023
91858,Intern,LinkedIn,20-12-2023,Rejected,
91859,Analyst,Referral,19-04-2025,Unknown,
91860,Analyst,Job Portal,11-08-2023,Hired,Pending
91861,Intern,Job Portal,10-03-2024,Unknown,
91862,Analyst,Walk-in,08-01-2024,Rejected,
91863,Executive,Referral,17-09-2024,Unknown,
91864,Associate,LinkedIn,22-01-2023,Unknown,
91865,Executive,Walk-in,16-11-2022,Rejected,
91866,Manager,LinkedIn,19-09-2023,Unknown,
91867,Associate,LinkedIn,22-03-2023,Unknown,
91868,Associate,Walk-in,07-07-2024,Unknown,
91869,Manager,Job Portal,25-08-2024,Hired,Pending
91870,Manager,Referral,10-05-2023,Unknown,
91871,Executive,LinkedIn,16-04-2024,Hired,28-11-2024
91872,Executive,Job Portal,05-01-2024,Hired,Pending
91873,Manager,LinkedIn,18-10-2022,Rejected,
91874,Executive,Referral,26-12-2022,Rejected,
91875,Executive,LinkedIn,02-05-2025,Unknown,
91876,Manager,LinkedIn,15-12-2024,Hired,Pending
91877,Analyst,Referral,17-02-2024,Hired,Pending
91878,Executive,Job Portal,26-02-2025,Unknown,
91879,Intern,LinkedIn,17-07-2024,Rejected,
91880,Manager,Referral,29-01-2023,Hired,08-08-2023
91881,Associate,LinkedIn,09-01-2023,Rejected,
91882,Manager,LinkedIn,20-05-2023,Rejected,
91883,Executive,LinkedIn,16-02-2023,Hired,13-04-2025
91884,Executive,Referral,08-07-2025,Hired,25-11-2024
91885,Intern,Walk-in,07-09-2024,Hired,30-12-2023
91886,Intern,Walk-in,20-10-2023,Rejected,
91887,Analyst,LinkedIn,07-06-2024,Rejected,
91888,Executive,LinkedIn,10-02-2023,Rejected,
91889,Associate,Walk-in,06-06-2025,Unknown,
91890,Intern,Job Portal,16-02-2024,Hired,Pending
91891,Intern,Referral,12-12-2024,Unknown,
91892,Manager,Job Portal,02-03-2023,Hired,12-10-2024
91893,Executive,Walk-in,10-10-2023,Rejected,
91894,Manager,Referral,10-12-2024,Rejected,
91895,Associate,LinkedIn,14-10-2024,Hired,09-01-2025
91896,Executive,Referral,07-04-2025,Rejected,
91897,Analyst,Job Portal,19-07-2024,Unknown,
91898,Manager,LinkedIn,16-08-2023,Hired,20-09-2025
91899,Manager,LinkedIn,08-04-2025,Hired,13-03-2024
91900,Analyst,Walk-in,15-03-2024,Unknown,
91901,Manager,LinkedIn,18-12-2022,Rejected,
91902,Analyst,Walk-in,22-09-2024,Rejected,
91903,Intern,Referral,20-09-2023,Rejected,
91904,Associate,LinkedIn,16-03-2023,Rejected,
91905,Executive,Walk-in,19-10-2023,Rejected,
91906,Manager,Walk-in,25-12-2022,Rejected,
91907,Analyst,Job Portal,03-03-2024,Unknown,
91908,Associate,Walk-in,10-04-2023,Rejected,
91909,Executive,LinkedIn,29-12-2024,Unknown,
91910,Executive,Job Portal,12-04-2024,Rejected,
91911,Manager,LinkedIn,11-06-2024,Hired,07-02-2025
91912,Intern,LinkedIn,19-07-2023,Unknown,
91913,Associate,LinkedIn,05-07-2025,Rejected,
91914,Intern,LinkedIn,30-03-2025,Unknown,
91915,Analyst,LinkedIn,06-05-2025,Hired,Pending
91916,Associate,Walk-in,10-12-2022,Hired,Pending
91917,Manager,LinkedIn,04-02-2023,Hired,Pending
91918,Executive,Walk-in,22-02-2024,Hired,Pending
91919,Analyst,Walk-in,20-09-2025,Unknown,
91920,Executive,LinkedIn,02-02-2025,Hired,Pending
91921,Executive,LinkedIn,04-12-2022,Hired,Pending
91922,Analyst,Job Portal,11-04-2024,Hired,Pending
91923,Associate,Walk-in,14-05-2025,Rejected,
91924,Executive,LinkedIn,13-08-2024,Hired,Pending
91925,Executive,LinkedIn,14-11-2024,Hired,26-08-2024
91926,Intern,LinkedIn,22-09-2024,Unknown,
91927,Manager,Job Portal,07-11-2022,Unknown,
91928,Manager,Referral,17-10-2024,Rejected,
91929,Intern,LinkedIn,20-07-2025,Hired,Pending
91930,Manager,Job Portal,14-08-2023,Rejected,
91931,Intern,LinkedIn,03-02-2024,Rejected,
91932,Associate,Referral,11-02-2025,Rejected,
91933,Executive,Referral,03-03-2023,Hired,11-12-2023
91934,Executive,LinkedIn,28-10-2024,Unknown,
91935,Manager,Referral,13-06-2023,Unknown,
91936,Analyst,Walk-in,22-01-2025,Hired,24-08-2023
91937,Associate,Referral,12-06-2023,Rejected,
91938,Manager,Job Portal,06-02-2025,Rejected,
91939,Associate,LinkedIn,13-01-2023,Unknown,
91940,Intern,LinkedIn,02-08-2024,Unknown,
91941,Executive,LinkedIn,05-08-2024,Unknown,
91942,Intern,LinkedIn,06-04-2023,Hired,06-12-2024
91943,Analyst,LinkedIn,18-09-2024,Hired,Pending
91944,Manager,Job Portal,15-02-2023,Hired,Pending
91945,Manager,LinkedIn,25-12-2024,Unknown,
91946,Executive,LinkedIn,01-07-2024,Hired,Pending
91947,Manager,Job Portal,15-10-2023,Rejected,
91948,Intern,LinkedIn,27-10-2022,Rejected,
91949,Associate,Walk-in,27-12-2023,Hired,14-08-2025
91950,Associate,Referral,09-04-2024,Rejected,
91951,Analyst,Referral,01-04-2024,Rejected,
91952,Associate,Job Portal,31-05-2023,Unknown,
91953,Manager,LinkedIn,12-04-2024,Rejected,
91954,Manager,Job Portal,24-10-2022,Rejected,
91955,Associate,LinkedIn,03-12-2022,Hired,24-05-2024
91956,Manager,LinkedIn,07-09-2023,Unknown,
91957,Executive,LinkedIn,26-10-2024,Hired,23-03-2024
91958,Intern,Referral,26-12-2022,Unknown,
91959,Associate,LinkedIn,16-08-2025,Rejected,
91960,Intern,Walk-in,16-02-2023,Rejected,
91961,Manager,LinkedIn,15-03-2025,Unknown,
91962,Intern,Referral,01-01-2025,Rejected,
91963,Intern,Walk-in,23-09-2023,Unknown,
91964,Intern,LinkedIn,12-07-2023,Unknown,
91965,Associate,Job Portal,10-12-2024,Hired,Pending
91966,Associate,Job Portal,14-05-2025,Unknown,
91967,Executive,Referral,07-02-2025,Rejected,
91968,Intern,LinkedIn,10-03-2025,Hired,Pending
91969,Executive,Referral,22-03-2025,Unknown,
91970,Manager,Walk-in,13-04-2025,Rejected,
91971,Analyst,Walk-in,08-02-2024,Unknown,
91972,Intern,LinkedIn,05-08-2023,Unknown,
91973,Intern,LinkedIn,25-10-2022,Unknown,
91974,Intern,Job Portal,28-02-2024,Hired,Pending
91975,Intern,Referral,02-01-2025,Hired,29-02-2024
91976,Associate,Job Portal,07-06-2023,Hired,Pending
91977,Associate,LinkedIn,15-09-2023,Hired,Pending
91978,Intern,Referral,30-09-2025,Rejected,
91979,Associate,LinkedIn,26-09-2025,Rejected,
91980,Associate,LinkedIn,25-11-2024,Unknown,
91981,Associate,Job Portal,11-08-2023,Unknown,
91982,Associate,Job Portal,02-10-2024,Rejected,
91983,Associate,LinkedIn,11-02-2023,Unknown,
91984,Manager,Referral,06-02-2023,Unknown,
91985,Manager,LinkedIn,23-01-2024,Unknown,
91986,Analyst,Job Portal,07-02-2023,Rejected,
91987,Executive,Job Portal,14-09-2024,Rejected,
91988,Analyst,LinkedIn,04-03-2025,Hired,Pending
91989,Associate,LinkedIn,23-05-2025,Unknown,
91990,Intern,Walk-in,09-10-2024,Unknown,
91991,Manager,Walk-in,27-06-2024,Unknown,
91992,Associate,LinkedIn,24-07-2023,Rejected,
91993,Associate,Walk-in,06-12-2024,Unknown,
91994,Manager,Job Portal,10-06-2023,Unknown,
91995,Associate,Walk-in,23-11-2023,Hired,Pending
91996,Intern,LinkedIn,12-02-2023,Unknown,
91997,Manager,LinkedIn,17-11-2022,Unknown,
91998,Analyst,Job Portal,04-06-2025,Unknown,
91999,Analyst,Walk-in,23-01-2023,Hired,18-09-2023
92000,Manager,Job Portal,11-05-2023,Rejected,
92001,Executive,LinkedIn,01-12-2022,Rejected,
92002,Executive,Job Portal,12-10-2024,Hired,Pending
92003,Associate,Referral,05-07-2025,Rejected,
92004,Associate,LinkedIn,30-01-2023,Unknown,
92005,Manager,LinkedIn,20-07-2025,Hired,05-12-2023
92006,Intern,LinkedIn,08-09-2025,Hired,Pending
92007,Intern,Referral,04-01-2023,Hired,30-11-2024
92008,Analyst,LinkedIn,02-03-2023,Unknown,
92009,Executive,Referral,05-10-2025,Rejected,
92010,Intern,Walk-in,28-10-2024,Hired,15-01-2025
92011,Intern,Referral,11-02-2024,Unknown,
92012,Intern,LinkedIn,13-11-2023,Rejected,
92013,Manager,LinkedIn,08-11-2023,Hired,14-02-2024
92014,Analyst,Job Portal,29-01-2023,Rejected,
92015,Associate,LinkedIn,07-12-2023,Unknown,
92016,Executive,Referral,05-04-2025,Rejected,
92017,Intern,Job Portal,09-11-2024,Rejected,
92018,Intern,Job Portal,21-09-2024,Hired,14-12-2022
92019,Associate,Walk-in,28-08-2025,Unknown,
92020,Analyst,LinkedIn,28-04-2025,Rejected,
92021,Analyst,Referral,04-01-2023,Unknown,
92022,Intern,Walk-in,09-12-2024,Unknown,
92023,Intern,LinkedIn,22-07-2024,Unknown,
92024,Manager,LinkedIn,01-07-2025,Rejected,
92025,Associate,Job Portal,30-07-2025,Unknown,
92026,Analyst,LinkedIn,15-03-2023,Rejected,
92027,Executive,LinkedIn,15-05-2023,Hired,Pending
92028,Manager,LinkedIn,22-03-2024,Hired,16-07-2024
92029,Analyst,LinkedIn,06-12-2022,Hired,Pending
92030,Executive,LinkedIn,10-01-2023,Rejected,
92031,Manager,Referral,17-10-2023,Unknown,
92032,Associate,Job Portal,17-04-2025,Hired,04-04-2024
92033,Associate,Walk-in,29-01-2024,Unknown,
92034,Manager,LinkedIn,20-05-2025,Rejected,
92035,Intern,Walk-in,28-07-2024,Unknown,
92036,Associate,Walk-in,25-05-2023,Rejected,
92037,Executive,LinkedIn,02-07-2025,Unknown,
92038,Manager,LinkedIn,04-09-2023,Unknown,
92039,Manager,Walk-in,21-02-2023,Rejected,
92040,Manager,Walk-in,30-10-2024,Unknown,
92041,Analyst,Walk-in,23-03-2023,Hired,Pending
92042,Intern,LinkedIn,14-06-2025,Hired,Pending
92043,Manager,LinkedIn,02-03-2024,Unknown,
92044,Executive,LinkedIn,25-12-2024,Hired,22-04-2024
92045,Associate,Referral,28-08-2025,Hired,Pending
92046,Executive,Job Portal,26-04-2024,Rejected,
92047,Intern,Referral,06-09-2023,Unknown,
92048,Manager,Job Portal,08-05-2023,Rejected,
92049,Manager,LinkedIn,27-01-2025,Hired,Pending
92050,Intern,LinkedIn,04-10-2024,Unknown,
92051,Associate,Walk-in,12-05-2025,Hired,Pending
92052,Analyst,Job Portal,29-09-2024,Hired,Pending
92053,Manager,Job Portal,25-02-2024,Unknown,
92054,Associate,Job Portal,05-03-2024,Unknown,
92055,Intern,LinkedIn,17-10-2024,Unknown,
92056,Intern,Walk-in,05-01-2025,Hired,04-04-2024
92057,Executive,LinkedIn,22-03-2023,Rejected,
92058,Analyst,Referral,05-12-2024,Unknown,
92059,Associate,Referral,03-03-2024,Unknown,
92060,Intern,LinkedIn,26-02-2023,Unknown,
92061,Associate,LinkedIn,11-07-2025,Hired,22-07-2024
92062,Manager,Referral,13-06-2023,Unknown,
92063,Executive,Walk-in,14-07-2024,Unknown,
92064,Analyst,LinkedIn,11-10-2024,Unknown,
92065,Analyst,LinkedIn,18-05-2024,Unknown,
92066,Intern,LinkedIn,08-05-2024,Unknown,
92067,Associate,LinkedIn,09-10-2024,Unknown,
92068,Analyst,Job Portal,30-06-2025,Hired,Pending
92069,Intern,Job Portal,16-08-2023,Hired,Pending
92070,Analyst,Job Portal,29-06-2025,Unknown,
92071,Associate,Walk-in,18-08-2025,Rejected,
92072,Analyst,LinkedIn,14-09-2025,Rejected,
92073,Executive,Referral,03-07-2025,Rejected,
92074,Executive,Referral,28-11-2024,Unknown,
92075,Manager,Job Portal,24-03-2023,Unknown,
92076,Intern,Job Portal,26-11-2024,Hired,Pending
92077,Manager,Job Portal,08-10-2025,Rejected,
92078,Manager,Referral,13-07-2023,Unknown,
92079,Manager,Job Portal,05-04-2024,Hired,15-02-2025
92080,Intern,LinkedIn,19-09-2024,Unknown,
92081,Associate,Job Portal,16-04-2024,Hired,Pending
92082,Intern,Walk-in,10-08-2025,Rejected,
92083,Executive,Walk-in,05-01-2024,Unknown,
92084,Analyst,LinkedIn,14-10-2023,Hired,22-10-2023
92085,Analyst,Referral,06-01-2024,Rejected,
92086,Analyst,Walk-in,17-06-2024,Unknown,
92087,Associate,Job Portal,20-01-2024,Rejected,
92088,Executive,Walk-in,09-03-2025,Hired,Pending
92089,Intern,LinkedIn,21-04-2024,Rejected,
92090,Executive,Job Portal,01-06-2024,Unknown,
92091,Executive,Job Portal,07-05-2024,Unknown,
92092,Executive,LinkedIn,11-01-2024,Hired,14-10-2023
92093,Intern,LinkedIn,26-12-2024,Hired,18-11-2023
92094,Analyst,LinkedIn,07-06-2023,Hired,30-07-2024
92095,Manager,Job Portal,04-01-2025,Unknown,
92096,Intern,LinkedIn,26-11-2023,Rejected,
92097,Executive,LinkedIn,13-02-2024,Hired,15-05-2023
92098,Executive,LinkedIn,11-05-2024,Rejected,
92099,Intern,LinkedIn,01-12-2023,Hired,Pending
92100,Associate,LinkedIn,27-02-2025,Rejected,
92101,Intern,LinkedIn,25-01-2025,Rejected,
92102,Intern,Walk-in,30-08-2023,Unknown,
92103,Associate,LinkedIn,30-06-2023,Hired,Pending
92104,Manager,Job Portal,31-05-2024,Hired,09-10-2024
92105,Intern,Job Portal,16-09-2023,Unknown,
92106,Analyst,LinkedIn,23-02-2023,Hired,Pending
92107,Associate,LinkedIn,18-11-2022,Unknown,
92108,Manager,Walk-in,27-10-2024,Unknown,
92109,Associate,Job Portal,25-01-2023,Unknown,
92110,Executive,Job Portal,20-07-2025,Hired,14-03-2024
92111,Executive,Referral,14-04-2025,Hired,Pending
92112,Associate,Referral,09-12-2023,Rejected,
92113,Intern,Referral,31-08-2025,Hired,Pending
92114,Associate,Job Portal,29-06-2023,Rejected,
92115,Intern,Job Portal,01-03-2024,Unknown,
92116,Executive,LinkedIn,21-07-2025,Rejected,
92117,Analyst,Referral,02-10-2024,Hired,Pending
92118,Manager,LinkedIn,02-12-2024,Hired,26-03-2025
92119,Intern,LinkedIn,22-08-2024,Hired,29-02-2024
92120,Analyst,Walk-in,28-10-2022,Hired,19-10-2024
92121,Associate,LinkedIn,10-04-2024,Rejected,
92122,Analyst,Job Portal,31-05-2025,Rejected,
92123,Executive,Job Portal,09-09-2025,Hired,16-10-2022
92124,Analyst,LinkedIn,20-08-2023,Rejected,
92125,Associate,Walk-in,10-11-2023,Hired,19-08-2025
92126,Analyst,LinkedIn,13-08-2025,Unknown,
92127,Intern,Referral,30-01-2024,Unknown,
92128,Manager,LinkedIn,05-08-2025,Rejected,
92129,Manager,Referral,25-08-2023,Unknown,
92130,Intern,Walk-in,24-01-2024,Hired,26-03-2023
92131,Intern,Walk-in,20-06-2023,Rejected,
92132,Executive,LinkedIn,21-04-2023,Unknown,
92133,Intern,LinkedIn,09-12-2024,Unknown,
92134,Manager,Referral,31-01-2024,Rejected,
92135,Intern,Walk-in,16-10-2023,Hired,Pending
92136,Analyst,LinkedIn,22-07-2023,Rejected,
92137,Analyst,Job Portal,01-06-2025,Hired,02-05-2023
92138,Manager,LinkedIn,29-10-2022,Rejected,
92139,Intern,Walk-in,30-12-2024,Hired,26-05-2023
92140,Associate,LinkedIn,01-03-2025,Rejected,
92141,Executive,Walk-in,16-03-2024,Unknown,
92142,Associate,LinkedIn,17-06-2025,Hired,Pending
92143,Intern,Walk-in,15-10-2024,Hired,Pending
92144,Analyst,Walk-in,08-12-2022,Hired,23-12-2023
92145,Executive,LinkedIn,18-12-2023,Rejected,
92146,Analyst,Walk-in,25-04-2023,Hired,14-12-2024
92147,Analyst,LinkedIn,22-04-2024,Hired,24-10-2022
92148,Intern,Walk-in,14-09-2024,Rejected,
92149,Analyst,LinkedIn,18-08-2024,Unknown,
92150,Associate,Referral,11-12-2022,Rejected,
92151,Analyst,LinkedIn,19-10-2023,Unknown,
92152,Intern,Job Portal,07-04-2023,Unknown,
92153,Intern,Job Portal,22-01-2025,Unknown,
92154,Associate,LinkedIn,22-03-2023,Hired,18-04-2023
92155,Analyst,LinkedIn,14-04-2025,Hired,28-09-2023
92156,Manager,LinkedIn,08-01-2023,Rejected,
92157,Intern,LinkedIn,21-04-2025,Hired,22-06-2024
92158,Intern,Referral,26-09-2025,Hired,Pending
92159,Intern,LinkedIn,28-09-2023,Hired,13-04-2023
92160,Associate,Walk-in,23-08-2025,Rejected,
92161,Analyst,Referral,27-06-2024,Unknown,
92162,Associate,LinkedIn,03-08-2025,Rejected,
92163,Manager,LinkedIn,12-09-2025,Rejected,
92164,Analyst,Job Portal,11-04-2023,Hired,Pending
92165,Analyst,Walk-in,23-06-2025,Unknown,
92166,Manager,LinkedIn,21-12-2024,Unknown,
92167,Manager,Job Portal,16-02-2023,Hired,11-10-2023
92168,Manager,LinkedIn,09-03-2024,Unknown,
92169,Intern,Walk-in,24-02-2024,Unknown,
92170,Analyst,LinkedIn,09-05-2025,Unknown,
92171,Analyst,Job Portal,15-07-2023,Rejected,
92172,Intern,Referral,18-06-2024,Hired,Pending
92173,Manager,LinkedIn,06-07-2024,Rejected,
92174,Intern,LinkedIn,27-09-2023,Hired,Pending
92175,Intern,Walk-in,28-07-2024,Hired,23-02-2024
92176,Executive,Walk-in,21-03-2024,Unknown,
92177,Executive,LinkedIn,16-07-2023,Rejected,
92178,Associate,LinkedIn,20-05-2024,Hired,02-12-2022
92179,Executive,Walk-in,09-11-2022,Rejected,
92180,Intern,Job Portal,01-07-2023,Rejected,
92181,Analyst,LinkedIn,13-09-2025,Unknown,
92182,Intern,LinkedIn,07-04-2024,Hired,Pending
92183,Associate,Referral,16-07-2025,Unknown,
92184,Manager,Job Portal,23-02-2025,Unknown,
92185,Executive,Referral,29-05-2024,Rejected,
92186,Manager,LinkedIn,04-01-2024,Unknown,
92187,Manager,LinkedIn,02-05-2024,Unknown,
92188,Analyst,Walk-in,26-04-2024,Unknown,
92189,Intern,LinkedIn,20-03-2023,Unknown,
92190,Executive,Referral,28-09-2025,Rejected,
92191,Intern,LinkedIn,14-05-2025,Rejected,
92192,Associate,Job Portal,23-11-2024,Unknown,
92193,Analyst,Job Portal,20-05-2024,Hired,14-07-2023
92194,Analyst,Referral,02-03-2024,Rejected,
92195,Intern,Referral,26-04-2023,Unknown,
92196,Analyst,LinkedIn,11-03-2025,Unknown,
92197,Intern,Walk-in,20-12-2024,Rejected,
92198,Analyst,LinkedIn,09-04-2024,Unknown,
92199,Intern,LinkedIn,10-10-2025,Unknown,
92200,Intern,Referral,22-08-2023,Rejected,
92201,Associate,Job Portal,18-03-2024,Rejected,
92202,Associate,Referral,27-05-2023,Hired,18-07-2024
92203,Associate,Referral,29-12-2024,Rejected,
92204,Manager,Referral,13-10-2022,Rejected,
92205,Manager,Referral,22-01-2023,Unknown,
92206,Executive,Referral,15-04-2025,Unknown,
92207,Associate,LinkedIn,08-12-2022,Hired,Pending
92208,Executive,Referral,17-06-2023,Rejected,
92209,Intern,LinkedIn,27-04-2025,Rejected,
92210,Analyst,LinkedIn,22-01-2023,Unknown,
92211,Intern,Walk-in,06-10-2024,Hired,21-11-2022
92212,Associate,Referral,04-03-2025,Hired,Pending
92213,Intern,Referral,05-02-2024,Unknown,
92214,Intern,LinkedIn,26-12-2024,Hired,Pending
92215,Executive,LinkedIn,02-10-2023,Hired,Pending
92216,Executive,Walk-in,01-08-2024,Rejected,
92217,Executive,LinkedIn,21-05-2024,Unknown,
92218,Intern,Referral,09-12-2023,Unknown,
92219,Analyst,Walk-in,22-07-2025,Rejected,
92220,Analyst,Walk-in,20-06-2024,Unknown,
92221,Associate,Referral,03-06-2023,Hired,Pending
92222,Executive,LinkedIn,13-01-2024,Unknown,
92223,Intern,LinkedIn,03-01-2025,Hired,Pending
92224,Executive,Referral,30-04-2023,Unknown,
92225,Manager,LinkedIn,14-08-2023,Hired,12-12-2023
92226,Intern,Job Portal,15-12-2022,Hired,14-10-2022
92227,Intern,LinkedIn,02-09-2025,Rejected,
92228,Associate,LinkedIn,29-07-2023,Rejected,
92229,Associate,Walk-in,18-08-2025,Hired,Pending
92230,Intern,Referral,05-03-2023,Unknown,
92231,Manager,Job Portal,29-07-2024,Unknown,
92232,Associate,LinkedIn,04-11-2022,Rejected,
92233,Executive,LinkedIn,10-09-2025,Hired,Pending
92234,Intern,Referral,09-08-2024,Rejected,
92235,Associate,LinkedIn,09-02-2023,Unknown,
92236,Manager,Job Portal,29-05-2025,Hired,01-04-2025
92237,Manager,Walk-in,17-08-2023,Hired,10-02-2025
92238,Intern,Referral,27-10-2024,Unknown,
92239,Associate,LinkedIn,23-01-2025,Unknown,
92240,Manager,LinkedIn,20-07-2025,Unknown,
92241,Manager,Walk-in,01-03-2024,Hired,23-08-2023
92242,Manager,Walk-in,20-06-2024,Rejected,
92243,Manager,LinkedIn,14-03-2023,Rejected,
92244,Manager,LinkedIn,02-03-2024,Hired,21-09-2024
92245,Manager,LinkedIn,04-04-2024,Hired,06-05-2023
92246,Manager,LinkedIn,12-05-2025,Unknown,
92247,Associate,LinkedIn,06-03-2025,Unknown,
92248,Intern,LinkedIn,30-01-2024,Hired,Pending
92249,Associate,Referral,21-01-2025,Hired,06-11-2024
92250,Manager,Referral,28-06-2023,Unknown,
92251,Intern,Job Portal,01-12-2023,Unknown,
92252,Manager,Referral,14-03-2023,Hired,Pending
92253,Associate,Referral,19-02-2024,Rejected,
92254,Manager,LinkedIn,29-09-2025,Unknown,
92255,Manager,Job Portal,21-03-2025,Hired,Pending
92256,Associate,Walk-in,16-10-2024,Rejected,
92257,Manager,Walk-in,01-06-2023,Unknown,
92258,Associate,LinkedIn,04-06-2024,Rejected,
92259,Associate,LinkedIn,22-04-2025,Unknown,
92260,Analyst,Job Portal,19-01-2023,Rejected,
92261,Executive,LinkedIn,25-03-2023,Unknown,
92262,Manager,LinkedIn,01-12-2024,Hired,19-02-2025
92263,Associate,Job Portal,28-01-2024,Unknown,
92264,Associate,LinkedIn,23-11-2022,Unknown,
92265,Manager,Referral,12-06-2023,Rejected,
92266,Manager,LinkedIn,02-01-2024,Unknown,
92267,Executive,LinkedIn,10-06-2023,Hired,Pending
92268,Manager,Job Portal,04-11-2023,Unknown,
92269,Associate,LinkedIn,15-08-2023,Hired,06-06-2025
92270,Executive,Job Portal,13-09-2024,Hired,Pending
92271,Intern,LinkedIn,22-02-2023,Unknown,
92272,Intern,Referral,22-11-2024,Hired,08-05-2025
92273,Intern,Referral,28-08-2024,Hired,Pending
92274,Analyst,Referral,10-04-2024,Hired,Pending
92275,Manager,LinkedIn,23-09-2023,Rejected,
92276,Executive,Walk-in,21-10-2023,Unknown,
92277,Intern,LinkedIn,06-09-2023,Rejected,
92278,Executive,Walk-in,22-03-2023,Hired,20-06-2023
92279,Executive,LinkedIn,27-07-2025,Rejected,
92280,Analyst,LinkedIn,07-04-2024,Unknown,
92281,Analyst,Referral,01-12-2022,Hired,03-10-2024
92282,Associate,Job Portal,02-04-2024,Unknown,
92283,Manager,Referral,25-08-2025,Hired,Pending
92284,Executive,Walk-in,19-11-2022,Rejected,
92285,Analyst,Walk-in,02-10-2024,Hired,15-08-2024
92286,Analyst,Referral,09-02-2023,Hired,09-09-2025
92287,Associate,LinkedIn,06-07-2025,Hired,20-12-2023
92288,Manager,Walk-in,26-07-2023,Unknown,
92289,Analyst,Walk-in,23-07-2025,Hired,17-10-2024
92290,Associate,LinkedIn,31-08-2024,Unknown,
92291,Intern,Job Portal,08-10-2025,Hired,Pending
92292,Analyst,LinkedIn,29-12-2022,Unknown,
92293,Executive,Referral,14-11-2024,Unknown,
92294,Analyst,Walk-in,09-05-2025,Unknown,
92295,Analyst,Walk-in,02-09-2024,Hired,Pending
92296,Executive,Job Portal,09-04-2025,Unknown,
92297,Executive,Walk-in,28-12-2023,Rejected,
92298,Analyst,LinkedIn,10-05-2023,Rejected,
92299,Associate,Referral,19-05-2025,Unknown,
92300,Associate,LinkedIn,11-01-2025,Unknown,
92301,Manager,LinkedIn,02-04-2024,Rejected,
92302,Associate,LinkedIn,15-07-2025,Rejected,
92303,Analyst,Referral,09-12-2023,Hired,11-05-2025
92304,Executive,Job Portal,25-12-2023,Rejected,
92305,Associate,LinkedIn,09-09-2025,Hired,26-02-2025
92306,Manager,Job Portal,19-12-2023,Unknown,
92307,Intern,Walk-in,07-04-2024,Hired,Pending
92308,Executive,Referral,14-05-2023,Hired,Pending
92309,Analyst,Referral,24-10-2022,Unknown,
92310,Associate,LinkedIn,27-12-2024,Hired,Pending
92311,Executive,Job Portal,24-05-2024,Rejected,
92312,Executive,Referral,26-11-2022,Rejected,
92313,Manager,LinkedIn,26-11-2024,Hired,Pending
92314,Executive,Walk-in,07-11-2023,Rejected,
92315,Executive,LinkedIn,27-05-2023,Hired,Pending
92316,Associate,LinkedIn,24-10-2022,Rejected,
92317,Manager,Job Portal,01-01-2023,Hired,17-08-2024
92318,Executive,Walk-in,08-04-2024,Rejected,
92319,Associate,Job Portal,16-04-2024,Unknown,
92320,Manager,Walk-in,15-07-2025,Hired,Pending
92321,Analyst,Job Portal,19-06-2024,Hired,Pending
92322,Analyst,Referral,30-10-2023,Unknown,
92323,Analyst,Walk-in,11-10-2023,Unknown,
92324,Analyst,Walk-in,05-05-2024,Hired,Pending
92325,Analyst,LinkedIn,23-02-2023,Rejected,
92326,Executive,LinkedIn,17-04-2024,Hired,Pending
92327,Manager,LinkedIn,02-10-2024,Hired,Pending
92328,Intern,LinkedIn,08-07-2024,Rejected,
92329,Intern,Job Portal,22-12-2024,Hired,Pending
92330,Executive,LinkedIn,02-05-2024,Rejected,
92331,Analyst,Job Portal,09-03-2025,Rejected,
92332,Executive,Walk-in,22-01-2023,Hired,Pending
92333,Intern,Walk-in,26-11-2022,Unknown,
92334,Associate,LinkedIn,02-01-2024,Unknown,
92335,Executive,LinkedIn,24-03-2024,Hired,Pending
92336,Manager,Referral,07-11-2022,Hired,24-10-2022
92337,Manager,Job Portal,03-06-2023,Unknown,
